room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0.5,0.2068965517241379,0.001589825119236884,0.0,0.0,0.01651651651651652
0.5,0.4827586206896552,0.007949125596184421,0.0,0.2876712328767123,0.014014014014014014
0.0,0.0,0.003179650238473768,0.006134969325153375,0.0,0.005005005005005005
0.5,0.9655172413793104,0.0,1.0,0.9506849315068493,0.015515515515515518
0.0,0.0,0.0,0.0,0.21095890410958903,0.008308308308308308
1.0,0.0,0.001589825119236884,0.0,0.1917808219178082,0.005605605605605606
0.0,0.0,0.0,0.0,0.0,0.014914914914914914
0.0,0.0,0.08585055643879173,0.0,0.0,0.007007007007007007
0.0,0.0,0.06200317965023848,0.024539877300613498,0.936986301369863,0.007907907907907909
0.5,0.034482758620689655,0.001589825119236884,0.0,0.6191780821917808,0.05905905905905906
0.0,0.034482758620689655,0.025437201907790145,0.0,0.005479452054794521,0.0045045045045045045
0.0,0.0,0.02384737678855326,0.006134969325153375,0.0,0.005705705705705706
0.5,0.1724137931034483,0.009538950715421305,0.0,0.0,0.022022022022022025
0.5,0.06896551724137931,0.02384737678855326,0.0,0.7945205479452054,0.04404404404404405
0.5,0.2068965517241379,0.001589825119236884,0.0,0.021917808219178082,0.013013013013013013
0.5,0.0,0.0,0.0,0.1452054794520548,0.01801801801801802
0.5,0.2068965517241379,0.0397456279809221,0.0,0.0,0.012012012012012012
0.5,0.06896551724137931,0.001589825119236884,0.0,0.043835616438356165,0.01901901901901902
0.0,0.06896551724137931,0.012718600953895072,0.0,0.9835616438356164,0.009009009009009009
0.0,0.0,0.16693163751987283,0.003067484662576687,0.3041095890410959,0.0055055055055055055
0.0,0.9655172413793104,0.003179650238473768,0.018404907975460124,0.0027397260273972603,0.0025025025025025025
0.0,0.0,0.025437201907790145,0.018404907975460124,0.8438356164383561,0.005205205205205205
0.5,1.0,0.0,0.7085889570552147,0.8849315068493151,0.03463463463463464
0.5,0.13793103448275862,0.02384737678855326,0.0,0.2273972602739726,0.015015015015015015
0.0,0.034482758620689655,0.003179650238473768,0.0,0.0,0.0024024024024024027
0.5,0.13793103448275862,0.009538950715421305,0.0,0.0,0.009009009009009009
0.0,0.0,0.001589825119236884,0.0,0.0,0.0038038038038038045
0.5,0.034482758620689655,0.004769475357710652,0.0,0.0,0.013813813813813814
0.5,0.2068965517241379,0.0,0.0,0.15342465753424658,0.015015015015015015
0.0,0.3103448275862069,0.0,0.0,0.5150684931506849,0.0045045045045045045
0.5,0.034482758620689655,0.0397456279809221,0.0,0.07671232876712329,0.007507507507507508
0.5,0.0,0.006359300476947536,0.0,0.0,0.01001001001001001
0.0,0.034482758620689655,0.0,0.0,0.24657534246575344,0.00850850850850851
0.5,0.034482758620689655,0.007949125596184421,0.0,0.0,0.031531531531531536
0.0,0.06896551724137931,0.009538950715421305,0.0,0.23835616438356164,0.0065065065065065065
0.5,0.034482758620689655,0.007949125596184421,0.0,0.2356164383561644,0.0065065065065065065
0.5,0.2068965517241379,0.003179650238473768,0.0,0.16712328767123288,0.014014014014014014
0.0,0.0,0.015898251192368842,0.0,0.12876712328767123,0.00890890890890891
0.0,0.10344827586206896,0.06518282988871224,0.003067484662576687,0.24383561643835616,0.0035035035035035035
0.0,0.034482758620689655,0.0,0.006134969325153375,0.019178082191780823,0.014014014014014014
0.0,0.13793103448275862,0.03497615262321145,0.0,0.0136986301369863,0.004404404404404405
0.5,0.034482758620689655,0.014308426073131956,0.0,0.8246575342465754,0.012012012012012012
0.0,0.06896551724137931,0.001589825119236884,0.0,0.06575342465753425,0.03703703703703704
0.0,0.034482758620689655,0.020667726550079493,0.10122699386503069,0.8438356164383561,0.0055055055055055055
0.5,0.0,0.0,0.0,0.0,0.014014014014014014
0.0,0.034482758620689655,0.04292527821939587,0.003067484662576687,0.09041095890410959,0.00850850850850851
0.5,0.3103448275862069,0.006359300476947536,0.0,0.0,0.004004004004004004
0.5,0.0,0.3783783783783784,0.0,0.673972602739726,0.014414414414414415
0.0,1.0,0.0,0.006134969325153375,0.9506849315068493,0.017517517517517518
0.0,0.034482758620689655,0.0,0.003067484662576687,0.2219178082191781,0.006006006006006006
0.0,0.034482758620689655,0.04292527821939587,0.0,0.19452054794520549,0.004004004004004004
0.5,1.0,0.0,0.024539877300613498,0.8547945205479452,0.024024024024024024
0.0,1.0,0.10333863275039747,0.006134969325153375,0.6,0.0065065065065065065
0.5,1.0,0.0,0.7085889570552147,0.4301369863013699,0.024524524524524527
0.0,1.0,0.0,0.0736196319018405,0.1863013698630137,0.0038038038038038045
0.5,0.06896551724137931,0.1494435612082671,0.0,0.021917808219178082,0.020520520520520523
0.5,0.1724137931034483,0.003179650238473768,0.0,0.7397260273972602,0.029029029029029027
0.5,0.0,0.004769475357710652,0.0,0.0,0.009009009009009009
0.5,0.13793103448275862,0.003179650238473768,0.0,0.0,0.021521521521521522
0.5,0.1724137931034483,0.04769475357710652,0.009202453987730062,0.0,0.015515515515515518
0.0,0.034482758620689655,0.012718600953895072,0.003067484662576687,0.3424657534246575,0.007007007007007007
0.5,0.6896551724137931,0.009538950715421305,0.0,0.0,0.01001001001001001
0.5,0.034482758620689655,0.020667726550079493,0.0,0.0,0.00850850850850851
0.5,0.034482758620689655,0.08744038155802862,0.0,0.3643835616438356,0.021521521521521522
0.5,0.06896551724137931,0.006359300476947536,0.003067484662576687,0.0,0.029029029029029027
0.0,0.06896551724137931,0.003179650238473768,0.003067484662576687,0.07397260273972603,0.004004004004004004
0.5,0.1724137931034483,0.003179650238473768,0.0,0.0,0.013913913913913915
